	loss
0	4.645034313201904
1	4.5508341789245605
2	4.542271614074707
3	4.541228294372559
4	4.535947799682617
5	4.530488014221191
6	4.527783393859863
7	4.516514778137207
8	4.51999568939209
9	4.51314115524292
10	4.509890079498291
11	4.508912563323975
12	4.50600004196167
13	4.505966663360596
14	4.5033183097839355
15	4.503122806549072
16	4.506316661834717
17	4.532536029815674
18	4.518398761749268
19	4.509537220001221
20	4.50601053237915
21	4.515267848968506
22	4.502848148345947
23	4.500135898590088
24	4.4972825050354
25	4.495523929595947
26	4.4939727783203125
27	4.495583534240723
28	4.4947428703308105
29	4.496194839477539
30	4.49238395690918
31	4.490338325500488
32	4.49066686630249
33	4.491590976715088
34	4.4893479347229
35	4.5052409172058105
36	4.483152866363525
37	4.482274055480957
38	4.481239318847656
39	4.480871200561523
40	4.478882312774658
41	4.4746246337890625
42	4.462742328643799
43	4.411398887634277
44	4.393856048583984
45	4.376559734344482
46	4.361781120300293
47	4.344791889190674
48	4.326757907867432
49	4.307139873504639
50	4.280252933502197
51	4.247195243835449
52	4.209949016571045
53	4.17486047744751
54	4.122603893280029
55	4.0890302658081055
56	4.03516149520874
57	3.9819273948669434
58	3.929051637649536
59	3.8742709159851074
60	3.8038063049316406
61	3.7355406284332275
62	3.662076234817505
63	3.593308210372925
64	3.530034303665161
65	3.4182910919189453
66	3.3471994400024414
67	3.2926228046417236
68	3.2296595573425293
69	3.1767027378082275
70	3.0903475284576416
71	3.032721757888794
72	2.961293935775757
73	2.919917345046997
74	2.8149943351745605
75	2.786515712738037
76	2.751716136932373
77	2.665348768234253
78	2.6248655319213867
79	2.6030349731445312
80	2.5661656856536865
81	2.4362783432006836
82	2.3876450061798096
83	2.392773389816284
84	2.3729655742645264
85	2.3504490852355957
86	2.3284826278686523
87	2.2870934009552
88	2.2477381229400635
89	2.210550546646118
90	2.169090747833252
91	2.137564182281494
92	2.0917208194732666
93	2.114034652709961
94	2.0534064769744873
95	1.9643042087554932
96	1.9289109706878662
97	1.8830946683883667
98	1.852005958557129
99	1.8926576375961304
100	1.8497568368911743
101	1.844714641571045
102	1.8440921306610107
103	1.7751277685165405
104	1.757629632949829
105	1.7300060987472534
106	1.733967900276184
107	1.654101014137268
108	1.599223256111145
109	1.5627177953720093
110	1.5540953874588013
111	1.5269525051116943
112	1.5335969924926758
113	1.5389968156814575
114	1.5082571506500244
115	1.4218709468841553
116	1.4191023111343384
117	1.458858847618103
118	1.389285683631897
119	1.4389166831970215
120	1.508257269859314
121	1.5337774753570557
122	1.5681121349334717
123	1.518420934677124
124	1.4357342720031738
125	1.398189663887024
126	1.304169774055481
127	1.3658024072647095
128	1.3882838487625122
129	1.347069501876831
130	1.3027396202087402
131	1.277093768119812
132	1.2777197360992432
133	1.1711467504501343
134	1.1439063549041748
135	1.1812834739685059
136	1.1579313278198242
137	1.0955944061279297
138	1.0348783731460571
139	1.125657558441162
140	1.1317461729049683
141	1.1185848712921143
142	1.1467549800872803
143	1.1184691190719604
144	1.0961439609527588
145	1.049214482307434
146	1.0738780498504639
147	1.0444841384887695
148	1.0400151014328003
149	0.9783467054367065
150	0.9574118852615356
151	0.9229416847229004
152	0.9962055087089539
153	0.98286372423172
154	0.9421597719192505
155	0.9241018295288086
156	0.9625609517097473
157	0.963107705116272
158	0.8512101173400879
159	0.9341295957565308
160	0.8950928449630737
161	0.8868300318717957
162	0.8032266497612
163	0.8214293122291565
164	0.7409708499908447
165	0.6413527727127075
166	0.7011896967887878
167	0.6998445391654968
168	0.688004195690155
169	0.694924533367157
170	0.7625706791877747
171	0.7975288033485413
172	0.8308289051055908
173	0.9527614712715149
174	0.9233071208000183
175	0.826863169670105
176	0.7991665005683899
177	0.8577710390090942
178	0.842776894569397
179	0.8110687732696533
180	0.6995517611503601
181	0.7687986493110657
182	0.7658209800720215
183	0.7849145531654358
184	0.7988601922988892
185	0.7230456471443176
186	0.7505677938461304
187	0.7541906237602234
188	0.7029141187667847
189	0.6812582612037659
190	0.6495932340621948
191	0.5484997630119324
192	0.5430768728256226
193	0.6463729739189148
194	0.6068790555000305
195	0.632059633731842
196	0.6066343188285828
197	0.5464102029800415
198	0.5608757138252258
199	0.6284414529800415
