	loss
0	4.527584552764893
1	4.4350409507751465
2	4.41534948348999
3	4.402686595916748
4	4.374875545501709
5	4.345356464385986
6	4.312840461730957
7	4.2798004150390625
8	4.242041110992432
9	4.210391998291016
10	4.1545538902282715
11	4.106560230255127
12	4.049896240234375
13	3.992013931274414
14	3.9263925552368164
15	3.847666025161743
16	3.7670860290527344
17	3.679272174835205
18	3.592618465423584
19	3.501589775085449
20	3.409722328186035
21	3.3162825107574463
22	3.2228472232818604
23	3.133552074432373
24	3.0499391555786133
25	2.966874361038208
26	2.8805184364318848
27	2.796783685684204
28	2.712900161743164
29	2.6322360038757324
30	2.5523083209991455
31	2.4776158332824707
32	2.405575752258301
33	2.333765745162964
34	2.266998767852783
35	2.206916332244873
36	2.1375348567962646
37	2.0773181915283203
38	2.019482135772705
39	1.9607772827148438
40	1.9065333604812622
41	1.8462932109832764
42	1.7902148962020874
43	1.7356806993484497
44	1.6780390739440918
45	1.6344541311264038
46	1.5836013555526733
47	1.5343672037124634
48	1.481878638267517
49	1.441272258758545
50	1.4024549722671509
51	1.3590978384017944
52	1.3214353322982788
53	1.2787936925888062
54	1.2521591186523438
55	1.1978048086166382
56	1.17731511592865
57	1.14268958568573
58	1.107709288597107
59	1.070494294166565
60	1.0377278327941895
61	1.0161821842193604
62	0.9850619435310364
63	0.9560877680778503
64	0.9336476922035217
65	0.9036591053009033
66	0.8824107050895691
67	0.8518745303153992
68	0.8357681035995483
69	0.8114940524101257
70	0.7917964458465576
71	0.7722043991088867
72	0.7587896585464478
73	0.7307574152946472
74	0.7151592373847961
75	0.701928436756134
76	0.6881237626075745
77	0.6608468294143677
78	0.6463810205459595
79	0.6364237070083618
80	0.61307692527771
81	0.6059025526046753
82	0.5944769978523254
83	0.5821828842163086
84	0.5683608055114746
85	0.5542511343955994
86	0.5455568432807922
87	0.5296283960342407
88	0.522061824798584
89	0.5152674913406372
90	0.5017362833023071
91	0.4910663366317749
92	0.48446935415267944
93	0.47515538334846497
94	0.4622401297092438
95	0.4632871448993683
96	0.44860026240348816
97	0.44235455989837646
98	0.43889400362968445
99	0.4357783794403076
