	loss
0	4.582607746124268
1	4.549814701080322
2	4.545750141143799
3	4.541460990905762
4	4.541755199432373
5	4.539791107177734
6	4.537911891937256
7	4.539239406585693
8	4.538923263549805
9	4.53825044631958
10	4.538322925567627
11	4.536611080169678
12	4.537980556488037
13	4.536839008331299
14	4.538088321685791
15	4.536699295043945
16	4.535999298095703
17	4.535442352294922
18	4.534879684448242
19	4.535248279571533
20	4.535458564758301
21	4.535204887390137
22	4.534618377685547
23	4.663731098175049
24	4.55715274810791
25	4.571356296539307
26	4.580377101898193
27	4.557800769805908
28	4.463684558868408
29	4.42813777923584
30	4.4400634765625
31	4.433652400970459
32	4.421433448791504
33	4.4132513999938965
34	4.410274982452393
35	4.402516841888428
36	4.39478063583374
37	4.3895583152771
38	4.384213924407959
39	4.38355827331543
40	4.375511646270752
41	4.35945463180542
42	4.358798503875732
43	4.3585710525512695
44	4.348267555236816
45	4.339242935180664
46	4.330895900726318
47	4.3135175704956055
48	4.291658878326416
49	4.269251823425293
50	4.24735164642334
51	4.223660469055176
52	4.201725006103516
53	4.176489353179932
54	4.152808666229248
55	4.1230292320251465
56	4.096331596374512
57	4.065318584442139
58	4.031312465667725
59	3.9913880825042725
60	3.9566104412078857
61	3.910813808441162
62	3.856893539428711
63	3.810229778289795
64	3.7536864280700684
65	3.6963069438934326
66	3.6441397666931152
67	3.5725462436676025
68	3.5151774883270264
69	3.44766902923584
70	3.3876993656158447
71	3.3202106952667236
72	3.2570931911468506
73	3.1940364837646484
74	3.108067750930786
75	3.0221548080444336
76	2.9778897762298584
77	2.9178550243377686
78	2.86716365814209
79	2.7985260486602783
80	2.7323288917541504
81	2.669545888900757
82	2.597611904144287
83	2.542733907699585
84	2.4810688495635986
85	2.4349470138549805
86	2.3678789138793945
87	2.3031628131866455
88	2.2460339069366455
89	2.203106164932251
90	2.15775465965271
91	2.1097259521484375
92	2.079623222351074
93	2.027618885040283
94	1.9702413082122803
95	1.931095004081726
96	1.8901593685150146
97	1.8421826362609863
98	1.806949257850647
99	1.7772043943405151
100	1.724003553390503
101	1.7148059606552124
102	1.661422848701477
103	1.5972857475280762
104	1.5638322830200195
105	1.5614043474197388
106	1.5326411724090576
107	1.5154474973678589
108	1.481937050819397
109	1.4625071287155151
110	1.4421101808547974
111	1.4209779500961304
112	1.3804582357406616
113	1.343645691871643
114	1.3205630779266357
115	1.2769802808761597
116	1.261656403541565
117	1.2619202136993408
118	1.2283698320388794
119	1.2142266035079956
120	1.1721738576889038
121	1.1401631832122803
122	1.1158056259155273
123	1.092067837715149
124	1.0647813081741333
125	1.0286160707473755
126	1.0320417881011963
127	1.0189528465270996
128	1.0103243589401245
129	0.9903386235237122
130	0.9596409201622009
131	0.9657818675041199
132	0.9186036586761475
133	0.9118363857269287
134	0.8931576013565063
135	0.8750888109207153
136	0.8664368391036987
137	0.8622188568115234
138	0.8292644023895264
139	0.7966945767402649
140	0.8022210597991943
141	0.763512372970581
142	0.756271481513977
143	0.7376969456672668
144	0.7242699265480042
145	0.716827929019928
146	0.6681477427482605
147	0.6410210132598877
148	0.6495163440704346
149	0.6667162179946899
150	0.649375319480896
151	0.6425541639328003
152	0.6369922757148743
153	0.6223515868186951
154	0.608955979347229
155	0.5786911845207214
156	0.5852694511413574
157	0.57166588306427
158	0.5768500566482544
159	0.570832371711731
160	0.5495191812515259
161	0.5462503433227539
162	0.5277683734893799
163	0.5336198210716248
164	0.4988855719566345
165	0.4857519567012787
166	0.5072290897369385
167	0.47887125611305237
168	0.4520356357097626
169	0.45428118109703064
170	0.4569249451160431
171	0.42785921692848206
172	0.4187828302383423
173	0.43376675248146057
174	0.43802180886268616
175	0.43008479475975037
176	0.4263268709182739
177	0.4258110523223877
178	0.3987017571926117
179	0.40610364079475403
180	0.39698028564453125
181	0.39128801226615906
182	0.3813040852546692
183	0.37272223830223083
184	0.37511011958122253
185	0.362730473279953
186	0.3546258211135864
187	0.33099186420440674
188	0.3464329242706299
189	0.35187914967536926
190	0.33273765444755554
191	0.33188724517822266
192	0.32373183965682983
193	0.3120800852775574
194	0.3025249242782593
195	0.33249208331108093
196	0.3100908696651459
197	0.27728405594825745
198	0.27067476511001587
199	0.2795613706111908
