	loss
0	4.526525497436523
1	4.431572437286377
2	4.415212154388428
3	4.395988941192627
4	4.376236915588379
5	4.354009628295898
6	4.321068286895752
7	4.287320613861084
8	4.248376369476318
9	4.206969261169434
10	4.159204006195068
11	4.112477779388428
12	4.050500869750977
13	3.987305164337158
14	3.913877010345459
15	3.8373255729675293
16	3.7594940662384033
17	3.6806671619415283
18	3.5953755378723145
19	3.511707067489624
20	3.423516035079956
21	3.3357529640197754
22	3.25747013092041
23	3.1735470294952393
24	3.090742588043213
25	3.0076916217803955
26	2.927276134490967
27	2.833731174468994
28	2.76422119140625
29	2.6860597133636475
30	2.6136374473571777
31	2.5358731746673584
32	2.4687817096710205
33	2.3991055488586426
34	2.338188409805298
35	2.274923324584961
36	2.2139132022857666
37	2.1574103832244873
38	2.091372489929199
39	2.0395286083221436
40	1.9845772981643677
41	1.9312020540237427
42	1.8763506412506104
43	1.8217300176620483
44	1.7771713733673096
45	1.730018138885498
46	1.676029920578003
47	1.6264125108718872
48	1.5790438652038574
49	1.5378655195236206
50	1.4928141832351685
51	1.4506264925003052
52	1.4178844690322876
53	1.377221941947937
54	1.3366519212722778
55	1.3023738861083984
56	1.2653441429138184
57	1.2334474325180054
58	1.1958712339401245
59	1.167875051498413
60	1.1339062452316284
61	1.1102406978607178
62	1.0715540647506714
63	1.0558747053146362
64	1.0287082195281982
65	1.001021146774292
66	0.9715222120285034
67	0.9434165954589844
68	0.9226906299591064
69	0.8984891772270203
70	0.8794535398483276
71	0.8590787053108215
72	0.8396861553192139
73	0.8129106760025024
74	0.7957915663719177
75	0.782002329826355
76	0.7732425332069397
77	0.7447696924209595
78	0.733144998550415
79	0.7253429293632507
80	0.6994331479072571
81	0.6915275454521179
82	0.6701660752296448
83	0.669917643070221
84	0.6451714038848877
85	0.6336728930473328
86	0.6245067119598389
87	0.6140862107276917
88	0.5948476791381836
89	0.5892265439033508
90	0.5805540680885315
91	0.568692684173584
92	0.5543674826622009
93	0.553115725517273
94	0.5445587635040283
95	0.5323662161827087
96	0.5353205800056458
97	0.5142217874526978
98	0.5120565295219421
99	0.5028870701789856
100	0.4994599223136902
101	0.48631688952445984
102	0.4728260040283203
103	0.48630350828170776
104	0.4771324694156647
105	0.465183287858963
106	0.4595734775066376
107	0.46513834595680237
108	0.448344886302948
109	0.44934841990470886
110	0.4443660378456116
111	0.4309590756893158
112	0.42757484316825867
113	0.4242164194583893
114	0.42214053869247437
115	0.41912391781806946
116	0.412041038274765
117	0.41211754083633423
118	0.40414634346961975
119	0.403908908367157
120	0.3905932307243347
121	0.39279070496559143
122	0.3928481638431549
123	0.378175288438797
124	0.38620632886886597
125	0.3800314664840698
126	0.37453827261924744
127	0.37150144577026367
128	0.3640027642250061
129	0.36242806911468506
130	0.366286039352417
131	0.3619352877140045
132	0.3549038767814636
133	0.34789443016052246
134	0.348688006401062
135	0.3490128517150879
136	0.35645782947540283
137	0.33853209018707275
138	0.3385070860385895
139	0.3351724445819855
140	0.34196433424949646
141	0.32957789301872253
142	0.3320732116699219
143	0.32176655530929565
144	0.3237229883670807
145	0.3202812671661377
146	0.32494914531707764
147	0.3188397288322449
148	0.3162364959716797
149	0.31368598341941833
150	0.31403177976608276
151	0.315138041973114
152	0.30891168117523193
153	0.30089035630226135
154	0.30502504110336304
155	0.30408787727355957
156	0.2993026673793793
157	0.2968044579029083
158	0.2938011884689331
159	0.29031312465667725
160	0.304303377866745
161	0.2944663465023041
162	0.2900394797325134
163	0.2832440733909607
164	0.28802332282066345
165	0.2914310693740845
166	0.28467583656311035
167	0.2875410318374634
168	0.28097769618034363
169	0.2794414758682251
170	0.2784079909324646
171	0.27948132157325745
172	0.2697175443172455
173	0.2734402120113373
174	0.27636343240737915
175	0.2745529115200043
176	0.2644006609916687
177	0.26536107063293457
178	0.2669951617717743
179	0.26411429047584534
180	0.2723208963871002
181	0.26826241612434387
182	0.2628505527973175
183	0.26246848702430725
184	0.26609864830970764
185	0.2631860375404358
186	0.2606809437274933
187	0.2623278796672821
188	0.261136531829834
189	0.2587221562862396
190	0.25774291157722473
191	0.2574140727519989
192	0.2512235939502716
193	0.254392147064209
194	0.248446986079216
195	0.24910633265972137
196	0.24999909102916718
197	0.2504344880580902
198	0.24835512042045593
199	0.25033053755760193
