	loss
0	4.2598347663879395
1	4.215751647949219
2	4.173070907592773
3	4.128335475921631
4	4.075795650482178
5	4.014779567718506
6	3.9431679248809814
7	3.873194456100464
8	3.802760601043701
9	3.725324869155884
10	3.640820026397705
11	3.5554306507110596
12	3.4696128368377686
13	3.387571334838867
14	3.2922921180725098
15	3.210444211959839
16	3.12577486038208
17	3.0378506183624268
18	2.963836431503296
19	2.87493896484375
20	2.7929582595825195
21	2.7102479934692383
22	2.634068489074707
23	2.5508131980895996
24	2.4775309562683105
25	2.4212772846221924
26	2.350433349609375
27	2.2765731811523438
28	2.211468458175659
29	2.1491925716400146
30	2.0922043323516846
31	2.028198719024658
32	1.9640501737594604
33	1.9144883155822754
34	1.84513258934021
35	1.7934554815292358
36	1.7329010963439941
37	1.6888114213943481
38	1.6306583881378174
39	1.5876843929290771
40	1.5352275371551514
41	1.49153470993042
42	1.443505048751831
43	1.400458812713623
44	1.3481556177139282
45	1.3069337606430054
46	1.2678064107894897
47	1.235827088356018
48	1.1945959329605103
49	1.1593165397644043
50	1.1282062530517578
51	1.0825903415679932
52	1.051713228225708
53	1.0205172300338745
54	0.9919756054878235
55	0.9640299677848816
56	0.9299337267875671
57	0.9147393703460693
58	0.8961662650108337
59	0.8592435717582703
60	0.8406626582145691
61	0.8223318457603455
62	0.7885044813156128
63	0.7739123106002808
64	0.746484637260437
65	0.7335218191146851
66	0.7126204371452332
67	0.6944513320922852
68	0.6737304329872131
69	0.6652112007141113
70	0.6506584882736206
71	0.6359909772872925
72	0.622785747051239
73	0.6056880354881287
74	0.5980515480041504
75	0.5731649994850159
76	0.5667710304260254
77	0.5571931600570679
78	0.5448858737945557
79	0.5422151684761047
80	0.5260910987854004
81	0.5187777280807495
82	0.5071769952774048
83	0.49137014150619507
84	0.4860728681087494
85	0.4785397946834564
86	0.47386956214904785
87	0.45783090591430664
88	0.4567611813545227
89	0.4495067596435547
90	0.4411817789077759
91	0.4338301718235016
92	0.42807736992836
93	0.4217959940433502
94	0.41993248462677
95	0.4111752510070801
96	0.40196704864501953
97	0.39924946427345276
98	0.39625176787376404
99	0.3880854845046997
100	0.3842858672142029
101	0.3760296404361725
102	0.3760415315628052
103	0.37157317996025085
104	0.3677513599395752
105	0.3635910749435425
106	0.35650795698165894
107	0.3520863950252533
108	0.3501867651939392
109	0.3419661521911621
110	0.33226898312568665
111	0.33996015787124634
112	0.34074029326438904
113	0.3290488123893738
114	0.3342341482639313
115	0.3354860842227936
116	0.3157501816749573
117	0.32154765725135803
118	0.3163316547870636
119	0.3120947778224945
120	0.3107721209526062
121	0.3083956837654114
122	0.30423831939697266
123	0.2979665994644165
124	0.30564653873443604
125	0.297432541847229
126	0.2908741235733032
127	0.2902129292488098
128	0.2841639816761017
129	0.2837601602077484
130	0.27655020356178284
131	0.2866727113723755
132	0.2894999086856842
133	0.27861884236335754
134	0.28118500113487244
135	0.27634748816490173
136	0.27019381523132324
137	0.27221137285232544
138	0.2665638327598572
139	0.2773881256580353
140	0.26814213395118713
141	0.2651755213737488
142	0.2722459137439728
143	0.26384907960891724
144	0.26809337735176086
145	0.25964295864105225
146	0.257046639919281
147	0.2656107246875763
148	0.25601375102996826
149	0.25595033168792725
